Attack,Defense,HP,Legendary,Sp. Atk,Sp. Def,Speed,winner
75.0,30,-43.599999999999994,0.0,-57.0,-45,46,1
-10.0,-18,-19.5,0.0,-5.0,2,40,1
-85.0,-45,-17.049999999999997,0.0,25.0,5,-25,-1
80.0,40,42.95,1.0,80.0,40,50,1
30.0,50,57.5,1.0,50.0,50,60,1
-42.5,83,-1.0,0.0,-42.5,73,-71,-1
-95.0,-20,-14.5,0.0,12.5,-30,-30,-1
-25.0,-11,-6.0,0.0,-5.0,-1,12,1
-60.0,-50,11.700000000000003,0.0,-80.0,-24,0,-1
-110.0,-15,42.5,-1.0,-40.0,5,-30,-1
-15.0,58,32.75,0.0,-10.0,40,16,1
115.0,45,-0.5,0.0,40.0,9,15,-1
-83.0,-45,-14.5,0.0,-23.0,-10,9,-1
4.0,35,1.75,0.0,228.0,35,13,1
39.0,51,-1.5,0.0,-5.0,21,-34,-1
-55.0,-27,-33.5,0.0,-60.0,-15,8,-1
-30.0,-18,-46.5,0.0,-10.0,2,30,1
30.0,-30,-45.0,0.0,10.0,-5,-15,-1
-20.0,-26,-9.700000000000003,0.0,0.0,10,13,1
-20.0,-5,-25.25,0.0,-40.0,-40,-45,-1
-60.0,-13,2.5,0.0,35.0,-60,-42,-1
119.0,-98,37.25,0.0,62.0,3,-27,1
-99.0,20,-7.349999999999994,0.0,-35.0,-10,-20,-1
63.0,-7,-15.0,0.0,-18.0,-63,15,1
-14.0,21,28.200000000000003,0.0,66.0,1,13,1
10.0,40,41.25,0.0,75.0,60,4,1
-95.0,45,65.6,0.0,-18.0,47,10,1
-27.0,1,10.25,0.0,23.0,61,8,1
10.0,15,27.5,0.0,19.0,25,27,1
-45.0,5,2.5,0.0,25.0,5,-15,-1
-5.0,8,29.1,0.0,-62.5,-63,-17,-1
72.0,17,5.400000000000006,0.0,-12.0,23,91,1
-30.0,-25,-28.25,0.0,-20.0,-5,30,1
-2.0,33,23.15,0.0,15.0,50,15,1
15.0,40,36.0,0.0,-42.5,40,85,1
5.0,-40,4.25,0.0,35.0,-5,60,1
-42.0,-10,4.0,0.0,-29.5,-15,-5,-1
-40.0,-5,2.200000000000003,0.0,20.0,-55,-25,-1
88.0,43,40.5,0.0,40.0,55,14,1
11.0,5,-16.0,0.0,111.0,-40,-1,-1
-40.0,-70,-8.0,0.0,25.0,-5,-10,-1
50.0,135,30.400000000000006,0.0,63.0,25,6,1
20.0,-15,18.25,0.0,5.0,25,-10,-1
70.0,-10,139.5,0.0,25.0,0,10,1
135.0,1,38.75,0.0,40.0,1,35,1
-97.5,-73,-15.75,0.0,-70.0,-5,-27,-1
44.0,10,14.25,0.0,36.0,-2,8,1
44.0,6,-8.099999999999994,0.0,-14.0,21,62,1
18.0,-7,2.3000000000000043,0.0,-15.0,33,50,1
-35.0,-66,-40.0,0.0,-60.0,-66,-55,-1
-65.0,-35,-15.5,0.0,-47.0,-32,-60,-1
4.0,-24,19.75,0.0,11.0,-6,-3,-1
-10.0,-30,-45.099999999999994,-1.0,-55.0,-117,-82,-1
-8.0,-7,22.25,0.0,28.0,5,-37,-1
-30.0,-91,-42.55,0.0,-60.0,-106,-5,-1
-17.0,5,5.5,0.0,15.0,15,-3,-1
7.0,-60,3.25,0.0,-60.0,-10,-20,-1
-40.0,-26,-50.75,0.0,-35.0,-26,22,-1
160.0,5,16.700000000000003,0.0,109.0,0,62,1
165.0,35,49.25,1.0,185.0,45,46,1
-15.0,0,-5.75,0.0,55.0,0,30,1
-45.0,-5,-15.0,0.0,-15.0,5,10,1
-50.0,-60,-25.0,-1.0,-15.0,-25,-5,-1
-4.0,-10,16.75,0.0,10.0,30,37,1
53.0,7,12.0,0.0,-25.0,15,65,1
-96.0,10,0.6000000000000014,0.0,-61.0,-48,-47,-1
14.0,-30,-35.0,0.0,124.0,-30,69,1
72.0,33,56.5,0.0,99.0,37,10,1
-35.0,-44,87.5,0.0,35.0,-75,-16,-1
-65.0,-61,-31.5,-1.0,-115.0,-81,-58,-1
40.0,40,54.75,0.0,25.0,-20,5,1
-85.0,10,9.0,0.0,-20.0,25,50,1
-50.0,50,65.0,1.0,-76.0,4,20,-1
-29.0,-12,35.7,0.0,90.0,60,52,1
-63.0,17,-35.0,0.0,28.0,30,-42,-1
15.0,5,12.5,0.0,0.0,5,20,1
-38.0,0,18.75,0.0,84.0,0,28,1
-5.0,30,30.5,1.0,35.0,65,15,1
30.0,-13,21.0,0.0,-67.0,-24,-8,-1
74.0,68,-138.75,0.0,34.0,-50,45,1
25.0,-30,37.5,0.0,50.0,30,120,1
25.0,60,6.25,0.0,-75.0,-20,0,-1
-86.0,-7,33.55,0.0,-24.0,-3,3,1
20.0,-25,29.0,1.0,60.0,-10,35,1
45.0,50,43.800000000000004,0.0,-20.0,-25,-18,-1
50.0,-30,-5.75,0.0,102.0,15,-40,-1
-20.0,23,-8.25,0.0,-10.0,23,-16,-1
40.0,-10,9.0,0.0,5.0,-40,30,1
2.0,5,49.0,0.0,33.0,6,28,1
0.0,65,25.5,0.0,25.0,-20,-25,-1
65.0,40,36.0,0.0,20.0,-10,-5,-1
64.0,90,33.75,0.0,9.0,20,-38,1
63.0,33,41.0,0.0,-22.0,-7,-4,-1
50.0,70,36.75,0.0,40.0,55,35,1
0.0,5,4.75,0.0,-15.0,0,52,1
20.0,20,17.5,0.0,-45.0,15,8,1
-32.5,-5,32.5,0.0,-2.5,55,83,1
-22.0,-65,-23.0,0.0,-43.0,-80,-35,-1
50.0,25,23.5,0.0,55.0,30,-5,-1
-80.0,0,-92.5,-1.0,-30.0,-45,-55,-1
-53.0,-45,16.1,0.0,-16.5,9,50,-1
-23.0,-8,-34.349999999999994,0.0,13.0,23,66,1
-54.0,-52,-21.0,-1.0,-69.0,-24,-40,-1
-20.0,41,-2.75,0.0,-33.0,21,-70,1
-8.0,-8,23.75,0.0,10.0,2,5,1
15.0,-35,-6.5,0.0,0.0,-35,30,1
-85.0,-20,4.5,0.0,10.0,0,10,1
42.0,23,24.85,0.0,52.0,23,67,1
-20.0,-25,-4.5,0.0,10.0,-10,-10,-1
-10.0,10,34.75,0.0,10.0,25,-60,-1
-10.0,1,62.5,0.0,5.0,-30,14,1
-16.0,53,-2.5,0.0,-28.5,-30,-38,-1
-61.5,-35,23.25,0.0,-64.0,-5,-2,-1
-36.0,-22,18.75,0.0,36.0,-24,-89,-1
40.0,35,37.5,0.0,60.0,-20,0,-1
-19.0,-70,-40.75,0.0,-15.0,-45,-1,1
-110.0,-44,-40.75,0.0,30.0,-10,9,1
-63.0,10,-23.75,0.0,-73.0,-30,-29,-1
-5.0,-20,-7.5,0.0,-4.0,6,12,1
24.0,-150,-8.0,-1.0,74.0,-40,-10,-1
-60.0,-47,-9.5,0.0,-55.0,-77,-10,-1
-50.0,11,29.0,1.0,45.0,131,-62,-1
-10.0,-65,19.5,0.0,-10.0,-15,26,1
-19.0,3,20.5,0.0,-62.5,5,-5,-1
85.0,15,-1.0,0.0,0.0,-10,-60,1
15.0,25,48.0,0.0,70.0,-50,35,1
180.0,50,13.25,0.0,140.0,40,25,1
-65.0,-99,-26.75,0.0,-35.0,-19,-15,-1
85.0,25,-2.049999999999997,0.0,100.0,25,10,1
-38.0,-25,-12.699999999999996,0.0,64.0,18,21,1
-50.0,50,-35.0,0.0,-50.0,50,-50,-1
-24.0,-6,8.25,0.0,-8.0,-18,2,1
15.0,-50,14.850000000000001,0.0,15.0,21,35,1
94.0,65,-30.5,0.0,96.0,65,20,1
-14.0,-36,-12.899999999999999,0.0,-44.0,-71,-10,-1
-25.0,-57,-2.5,0.0,-75.0,-77,-56,-1
54.0,-14,-13.0,0.0,-5.0,-25,-54,-1
-41.5,-45,13.25,0.0,-71.5,-15,3,1
-7.5,20,31.0,0.0,-5.0,-10,20,1
-60.0,-25,-13.75,-1.0,-40.0,-5,-20,-1
-21.5,22,-1.2999999999999972,0.0,-81.5,-15,-15,-1
73.0,31,53.1,0.0,61.0,31,-46,-1
45.0,-30,-31.5,0.0,-15.0,-30,-20,-1
10.0,20,40.25,0.0,45.0,35,30,1
-5.0,-10,-20.25,0.0,-90.0,-5,20,1
43.0,-7,-5.0,0.0,-18.0,-58,-10,-1
5.0,35,30.25,0.0,15.0,35,20,1
-60.0,10,40.5,1.0,30.0,10,65,-1
-125.0,-70,-21.799999999999997,0.0,-112.5,-50,-42,-1
110.0,5,50.25,0.0,-20.0,-5,28,1
-5.0,25,-6.5,0.0,20.0,40,20,1
100.0,55,26.25,0.0,8.0,-5,-60,-1
-25.0,15,-25.25,0.0,-10.0,-45,15,1
54.0,50,22.75,0.0,-15.0,5,5,1
-20.0,-30,22.0,-1.0,-62.5,-130,-5,-1
22.0,3,0.75,0.0,-45.0,0,45,1
-30.0,15,18.5,0.0,-10.0,40,-5,-1
55.0,65,-0.75,0.0,-55.0,-65,-15,-1
65.0,-66,19.5,0.0,35.0,9,5,1
-45.0,5,42.2,1.0,85.0,5,-20,-1
15.0,-5,33.5,0.0,42.0,-8,41,1
-22.5,-9,23.300000000000004,0.0,6.0,14,23,1
-15.0,-25,-2.799999999999997,0.0,-85.0,-75,-5,-1
30.0,-15,104.75,0.0,6.0,47,-28,-1
-30.0,-10,9.0,0.0,-20.0,-5,-25,-1
-45.0,-16,-20.25,0.0,-20.0,-16,-40,-1
-64.5,-106,-13.349999999999994,-1.0,-64.5,-49,-80,-1
-60.0,-15,-1.5,0.0,-9.0,-20,55,1
124.0,-27,-2.3499999999999943,0.0,67.0,-27,-7,-1
-18.0,-18,44.25,1.0,-5.0,49,66,1
-32.5,-35,39.5,0.0,-20.0,25,50,1
-120.0,-50,22.0,0.0,0.0,-65,-60,-1
78.0,15,-35.099999999999994,-1.0,78.0,-79,-38,-1
-15.0,-5,33.75,0.0,-10.0,0,5,1
35.0,34,78.0,0.0,30.0,35,21,1
-5.0,15,26.0,0.0,45.0,45,40,1
-70.0,-46,-55.099999999999994,-1.0,-70.0,-100,-35,-1
0.0,-28,4.75,0.0,10.0,-28,51,1
45.0,19,12.700000000000003,0.0,10.0,-11,-10,-1
15.0,0,-12.25,0.0,-45.0,-20,20,1
59.0,55,36.25,0.0,-10.0,15,31,1
23.0,8,10.0,0.0,-20.0,-58,-20,-1
54.0,57,3.6000000000000085,0.0,-1.0,37,-3,-1
13.0,45,-13.0,0.0,5.0,-5,-4,-1
32.0,3,-8.549999999999997,0.0,-1.0,9,1,1
88.0,-22,7.0,0.0,100.0,20,40,1
-45.5,-12,3.0,0.0,-23.0,-11,-21,-1
-4.0,20,-59.75,0.0,5.0,40,45,1
35.0,-19,32.5,0.0,25.0,31,60,1
-5.0,-15,-9.5,0.0,-30.0,-20,19,1
31.0,5,61.25,1.0,115.0,35,59,1
25.0,6,19.0,0.0,85.0,16,68,1
-82.5,-31,-3.75,0.0,-37.5,-1,35,1
40.0,31,-8.0,0.0,5.0,1,-25,1
-135.0,-75,-21.799999999999997,0.0,-90.0,-55,-32,-1
45.0,60,-44.75,0.0,15.0,-5,60,1
1.0,10,-11.25,0.0,-23.0,-11,-42,-1
0.0,-14,15.25,0.0,40.0,-4,10,1
85.0,12,5.5,0.0,35.0,45,30,1
8.0,50,12.5,0.0,8.0,-55,-8,-1
3.0,-15,2.5,0.0,-2.0,25,-25,-1
-86.0,-20,-40.099999999999994,-1.0,-149.0,-70,-99,-1
-72.5,-81,-56.8,-1.0,-58.5,-55,-35,-1
-37.0,-45,-57.099999999999994,-1.0,-17.0,-48,-34,-1
-35.0,25,33.25,0.0,-10.0,25,40,1
48.0,1,5.75,0.0,109.0,38,22,1
-44.0,-76,8.050000000000004,0.0,-56.5,-36,42,1
10.0,-15,18.25,0.0,50.0,45,25,1
-29.0,-17,21.950000000000003,0.0,-29.0,-17,-17,-1
4.0,-48,14.0,0.0,36.0,0,69,1
-71.0,-25,-37.099999999999994,-1.0,-44.0,-20,-14,-1
49.0,30,40.25,0.0,30.0,15,1,-1
-20.0,10,6.5,0.0,15.0,30,-20,-1
100.0,-7,29.450000000000003,0.0,84.0,-8,-45,1
50.0,50,43.0,0.0,25.0,50,-12,-1
-75.0,85,2.200000000000003,0.0,-15.0,35,-20,-1
-26.0,9,28.700000000000003,0.0,-39.0,11,-76,-1
0.0,-42,-20.75,0.0,-20.0,-45,-42,-1
-70.0,-45,191.25,0.0,50.0,100,20,-1
-40.0,-33,1.6499999999999986,0.0,-1.0,-1,30,1
105.0,35,12.0,0.0,-40.0,25,-5,-1
-45.0,-62,13.25,0.0,-18.0,-15,-64,-1
-60.0,30,20.5,1.0,-10.0,130,0,-1
-30.0,0,4.75,0.0,-45.0,5,20,1
-20.0,-60,-45.0,-1.0,40.0,-60,-80,-1
-12.5,-20,56.75,0.0,20.0,43,72,1
0.0,5,122.5,0.0,-25.0,-20,15,-1
-53.5,-24,-21.39999999999999,0.0,-89.0,-53,-17,-1
-49.0,-81,2.1000000000000014,0.0,-11.5,-71,35,-1
70.0,66,48.5,1.0,110.0,66,57,1
-65.0,-60,-2.5,-1.0,-55.0,-40,-150,-1
-4.5,45,-18.0,0.0,-72.5,60,-19,-1
14.0,26,11.75,0.0,-18.0,-7,-11,-1
1.5,-70,24.0,0.0,-15.0,-70,32,1
-53.0,67,36.25,0.0,-75.5,2,-46,-1
25.0,-25,21.0,0.0,-40.0,-80,-50,-1
64.0,20,19.0,0.0,58.0,-6,16,1
-65.0,-9,7.0,0.0,-40.0,16,40,1
-5.0,15,9.0,0.0,-40.0,5,15,1
30.0,70,26.75,0.0,20.0,70,3,1
5.0,-52,26.25,0.0,52.0,75,11,1
76.0,40,32.0,0.0,-13.0,27,39,1
3.0,30,50.5,0.0,-2.0,30,-43,-1
-23.0,7,-10.350000000000001,0.0,-80.0,-39,-24,-1
-47.0,-8,-18.0,0.0,8.0,3,-1,-1
-39.0,-20,-15.649999999999991,0.0,-5.0,-30,70,1
59.0,62,-27.0,0.0,-28.0,-48,39,1
20.0,28,37.1,1.0,60.0,48,44,1
-48.0,25,-13.0,-1.0,-73.0,-35,-58,-1
85.0,65,-142.5,0.0,25.0,-45,20,1
0.0,45,10.5,1.0,120.0,45,75,1
35.0,160,28.25,0.0,15.0,25,-45,1
65.0,-170,38.0,0.0,65.0,-170,98,1
-10.0,-5,1.75,0.0,-30.0,-10,-19,-1
180.0,80,51.75,0.0,50.0,10,5,1
15.0,110,18.5,0.0,55.0,10,-15,-1
-55.0,-33,-31.0,0.0,15.0,38,2,1
-8.0,-90,-23.0,-1.0,-40.0,-100,13,1
-55.0,40,-18.25,0.0,-10.0,40,-50,-1
-10.0,85,49.0,0.0,-10.0,5,15,1
20.0,-2,-54.55,0.0,23.0,-21,-38,-1
95.0,45,27.5,0.0,30.0,55,50,1
10.0,36,39.5,0.0,35.0,25,32,1
-10.0,-50,-67.5,0.0,55.0,-15,-40,-1
-55.0,-40,-42.2,0.0,-60.0,-30,-54,-1
80.0,-45,-26.5,0.0,70.0,-65,-30,-1
-14.0,-10,3.75,0.0,-15.0,-8,-17,-1
-65.0,-55,55.5,0.0,-100.0,-60,-125,1
-40.0,-25,0.75,0.0,55.0,85,35,1
-95.0,-15,2.0,0.0,-75.0,-25,-30,-1
200.0,15,25.75,0.0,101.0,13,20,1
100.0,-25,40.25,0.0,55.0,-25,75,1
-57.5,113,33.800000000000004,0.0,-38.0,9,-92,-1
8.0,80,-11.0,0.0,-2.0,70,-15,-1
10.0,-80,32.5,-1.0,10.0,-55,60,1
48.0,27,52.85,0.0,36.0,21,53,1
134.0,-75,47.5,0.0,134.0,-65,10,1
80.0,10,41.75,0.0,70.0,-5,30,1
90.0,35,59.5,0.0,240.0,75,70,1
90.0,-5,12.0,1.0,90.0,10,-20,-1
45.0,5,-16.5,0.0,20.0,20,85,1
-5.0,100,9.0,0.0,10.0,95,15,1
32.0,7,10.0,0.0,-20.0,-30,-30,-1
30.0,-45,43.5,0.0,55.0,10,-40,-1
6.0,-8,-6.299999999999997,0.0,-49.0,35,-60,-1
15.0,-10,54.5,1.0,65.0,105,70,1
15.0,30,30.5,0.0,15.0,45,30,1
77.0,35,29.25,0.0,20.0,15,12,1
-77.5,-115,8.5,0.0,2.5,55,30,1
7.0,-5,-7.25,0.0,-38.0,-50,-7,-1
-65.0,-30,-10.5,0.0,-55.0,30,-30,-1
-32.5,10,-80.5,0.0,-72.5,-70,-10,-1
-87.5,-85,6.75,0.0,-52.5,-110,-10,-1
-30.0,-40,-5.0,0.0,-45.0,-40,-35,-1
25.0,-5,-2.5,0.0,45.0,15,50,1
50.0,-55,10.5,0.0,-25.0,-35,-15,-1
35.0,10,-30.5,0.0,-50.0,-25,30,1
15.0,40,49.0,0.0,90.0,35,-18,-1
-80.0,-28,32.900000000000006,-1.0,-61.5,-73,-22,-1
90.0,-20,6.25,0.0,90.0,-35,30,1
-6.0,55,24.1,0.0,71.0,15,9,1
-26.0,-8,5.149999999999999,0.0,-12.0,8,-6,-1
32.0,68,1.4500000000000028,0.0,4.0,4,-39,-1
-40.0,-70,-55.5,0.0,-55.0,-35,-75,-1
47.0,57,46.5,0.0,59.0,72,43,1
118.0,-95,27.0,-1.0,100.0,-15,6,1
20.0,30,26.0,0.0,25.0,80,-20,-1
-80.0,45,2.8500000000000085,-1.0,-60.0,10,-51,-1
190.0,10,14.75,0.0,70.0,35,-20,-1
14.0,-10,9.850000000000001,0.0,146.0,5,14,1
-66.0,37,-0.5499999999999972,0.0,-46.0,37,-45,-1
87.0,62,-5.75,0.0,87.0,57,57,1
-75.0,-90,-25.0,0.0,-40.0,30,10,1
-9.5,-3,16.85,0.0,-17.5,-10,-30,-1
97.0,-11,2.5,0.0,87.0,7,19,1
52.0,48,39.25,0.0,3.0,30,38,1
-31.0,4,-13.25,0.0,-61.0,-11,-24,-1
-67.5,-74,-32.349999999999994,-1.0,-67.5,-17,-45,-1
-37.5,-5,-0.25,0.0,-87.5,-40,-80,-1
40.0,25,47.5,0.0,5.0,40,50,1
31.0,17,28.700000000000003,0.0,5.0,-10,0,-1
-15.0,90,24.75,0.0,80.0,10,-75,-1
25.0,-15,68.25,0.0,25.0,-20,-55,1
-25.0,-5,4.450000000000003,0.0,-15.0,25,9,1
-17.0,73,24.700000000000003,0.0,-53.0,51,-60,-1
5.0,77,16.0,0.0,74.0,76,16,1
65.0,30,36.5,1.0,95.0,50,61,1
20.0,-21,58.2,0.0,39.0,5,-5,-1
49.0,29,13.700000000000003,1.0,86.0,51,-16,-1
-9.0,-28,-9.299999999999997,0.0,-50.0,-35,5,1
43.0,-6,-8.549999999999997,0.0,55.0,-11,28,1
-23.0,-20,-35.0,0.0,-8.0,-15,20,1
-5.0,15,-6.75,0.0,50.0,25,15,1
-67.5,-70,16.5,0.0,16.0,-23,61,-1
30.0,-10,28.5,0.0,0.0,-30,-5,-1
-75.0,-39,-5.75,0.0,-5.0,-55,9,1
125.0,73,36.75,0.0,20.0,0,-18,-1
115.0,37,44.25,1.0,120.0,99,23,1
25.0,-20,17.75,0.0,-30.0,-15,-10,-1
135.0,-25,-23.5,0.0,150.0,-25,40,1
90.0,45,10.25,0.0,15.0,-25,-5,-1
45.0,2,-26.299999999999997,0.0,-22.0,-94,-45,-1
-160.0,-25,-30.099999999999994,-1.0,-124.0,-25,-50,-1
-63.0,8,-27.549999999999997,0.0,-41.0,14,-4,-1
-59.0,-31,-8.75,0.0,14.0,-19,0,-1
-30.0,15,-3.0,0.0,-50.5,-57,-42,-1
15.0,5,-1.5,0.0,50.0,25,-5,-1
-54.0,-25,5.0,-1.0,-54.0,-15,-40,-1
-61.0,-2,2.75,0.0,-15.0,5,-25,-1
-19.0,-35,-8.75,0.0,10.0,0,-13,-1
-50.0,-25,-0.25,0.0,4.0,-16,-65,-1
-17.0,-37,4.300000000000004,0.0,-19.0,-36,0,-1
-83.0,-7,-18.75,0.0,-55.0,-10,-45,-1
-34.0,-62,-16.75,0.0,-14.0,-42,-7,-1
-45.0,-35,-3.3500000000000014,0.0,-40.0,5,-4,-1
20.0,-68,9.25,-1.0,10.0,-65,-10,-1
90.0,1,-10.75,0.0,170.0,-45,54,1
-1.0,51,9.200000000000003,0.0,29.0,61,-49,-1
-77.5,25,19.75,0.0,-32.5,5,10,1
-5.0,50,36.75,0.0,35.0,60,30,1
79.0,196,45.25,0.0,20.0,50,10,1
82.0,48,95.6,0.0,17.0,13,19,1
-3.0,10,24.1,0.0,-3.0,26,-37,-1
-27.0,15,17.5,0.0,55.0,45,5,1
14.0,45,0.5,0.0,-31.0,10,-54,-1
2.0,19,22.1,0.0,37.0,34,-24,-1
101.0,-15,-6.8999999999999915,0.0,55.0,-25,25,1
-40.0,-55,-20.25,0.0,-25.0,-35,5,1
36.0,12,30.700000000000003,0.0,-30.0,-5,-35,-1
-5.0,35,4.0,0.0,-15.0,-15,-15,-1
5.0,-10,96.25,0.0,-40.0,35,-15,-1
130.0,-10,6.25,0.0,-30.0,-10,-10,-1
-17.5,-50,-38.5,0.0,-37.5,-20,35,1
-32.5,0,5.200000000000003,0.0,-41.0,0,0,-1
-30.0,-5,16.75,0.0,-42.5,20,10,1
-25.0,-42,92.75,0.0,-18.0,-30,11,1
-17.5,-48,-1.75,0.0,-30.0,-30,48,1
-45.0,49,1.25,0.0,40.0,-26,-55,-1
-39.5,-2,3.8500000000000014,0.0,-47.5,-9,-40,-1
-103.0,-55,-25.0,0.0,-7.0,3,-68,-1
25.0,-20,1.75,0.0,-35.0,-20,15,1
-15.0,-10,-18.75,0.0,-80.0,-40,25,1
-95.0,20,12.200000000000003,0.0,65.0,-25,-50,-1
42.0,28,54.5,0.0,60.0,45,20,1
60.0,0,11.0,0.0,-10.0,-40,-35,1
-110.0,-14,12.75,0.0,-45.0,-8,-24,-1
-11.5,84,39.5,0.0,-0.5,24,6,1
17.0,28,31.75,0.0,47.0,28,32,1
6.0,34,28.60000000000001,0.0,57.0,85,42,1
47.0,72,107.5,1.0,47.0,72,26,1
-85.0,-85,-3.0,-1.0,-72.5,5,25,1
153.0,-15,27.0,0.0,63.0,0,94,1
65.0,25,35.25,0.0,155.0,60,65,1
160.0,36,11.75,0.0,30.0,72,14,1
20.0,72,16.0,0.0,75.0,67,31,1
-69.0,-52,-5.25,0.0,16.0,-22,3,1
33.0,17,93.55,0.0,51.0,35,42,1
-20.0,-50,-6.5,0.0,45.0,15,-10,-1
35.0,20,16.0,0.0,-70.0,-20,-65,-1
72.0,28,49.1,0.0,27.0,24,3,1
63.0,-11,13.350000000000001,0.0,25.0,-16,4,1
-62.5,10,18.5,0.0,-60.0,-40,-50,-1
-40.0,-30,46.75,0.0,32.5,38,62,-1
-2.0,-50,-37.349999999999994,0.0,-94.0,-50,-48,-1
136.0,35,65.15,0.0,70.0,10,0,-1
210.0,-65,50.5,0.0,-15.0,-5,33,1
-75.0,-60,-0.25,0.0,-20.0,-30,5,1
47.0,45,97.30000000000001,1.0,64.0,48,6,1
-16.0,21,56.5,0.0,-4.0,25,-14,-1
-10.0,-10,20.5,-1.0,-55.0,-10,-45,-1
72.0,52,21.25,0.0,-11.0,34,13,1
-87.5,-55,-51.25,-1.0,-140.0,-70,-10,-1
45.0,-41,43.0,0.0,30.0,-41,35,1
-25.0,-20,55.5,0.0,-15.0,-15,-40,-1
0.0,-5,1.75,0.0,20.0,30,-15,-1
-60.0,20,-22.049999999999997,0.0,-25.0,0,-60,-1
0.0,45,42.5,0.0,70.0,65,30,1
-15.0,37,-9.5,0.0,25.0,37,-24,-1
-59.0,-62,50.7,0.0,28.0,48,-39,-1
14.0,8,16.900000000000006,0.0,84.0,3,2,1
34.0,-3,29.6,0.0,-4.0,-16,0,-1
-47.0,65,32.0,0.0,-42.5,-15,-13,-1
-10.0,19,27.25,1.0,45.0,17,43,1
-20.0,80,0.5,0.0,-20.0,80,-10,-1
-35.0,-20,5.0,-1.0,-67.5,-15,-45,-1
-73.5,-62,23.25,0.0,-23.5,8,5,1
4.0,26,52.5,0.0,40.0,-25,-20,-1
-140.0,-40,-19.25,-1.0,-140.0,-40,-55,-1
-35.0,-65,-15.25,0.0,-85.0,-10,-30,-1
10.0,-20,-14.25,0.0,-85.0,-15,-5,-1
-112.5,60,-15.099999999999994,0.0,-156.5,10,-45,-1
-28.0,-8,39.1,0.0,67.0,70,58,-1
-120.0,-10,-8.0,-1.0,-95.0,-45,15,1
0.0,-30,-11.5,0.0,-110.0,-55,40,1
-18.0,-27,-4.5,0.0,7.0,-8,6,1
-21.0,3,6.25,0.0,-3.0,6,-35,-1
162.0,-5,41.0,0.0,162.0,-2,-1,-1
-23.5,-15,22.0,0.0,-55.0,-45,-15,-1
-10.0,19,29.200000000000003,0.0,-17.0,7,8,1
-87.5,-80,16.25,1.0,-17.5,55,20,1
20.0,180,19.0,0.0,-30.0,10,0,-1
-132.5,-95,-14.5,0.0,-34.0,-47,-40,-1
52.0,-11,58.0,0.0,92.0,14,-18,-1
-49.0,-25,18.15,0.0,-40.0,-30,-10,-1
81.0,35,-6.0,0.0,10.0,-20,-18,-1
-15.0,20,49.0,0.0,-10.0,20,15,1
-18.0,-4,1.0500000000000043,0.0,34.0,17,37,1
-40.0,-7,-29.5,0.0,-60.0,-27,0,-1
45.0,61,61.75,1.0,65.0,61,58,1
60.0,50,66.0,0.0,70.0,70,70,1
6.0,16,26.5,0.0,46.0,-14,25,1
-75.0,-25,-20.64999999999999,-1.0,60.0,15,49,1
15.0,55,36.2,0.0,15.0,10,0,-1
88.0,-43,-12.099999999999994,0.0,32.0,-25,87,1
-10.0,-74,52.5,0.0,-20.0,-29,70,1
-136.0,-73,0.0,0.0,-70.0,-43,7,1
24.0,36,70.25,0.0,30.0,20,25,1
-43.0,-57,-27.0,-1.0,-50.0,-50,-5,-1
-32.5,-33,20.0,0.0,2.5,38,22,1
-85.0,10,-32.5,0.0,5.0,15,-70,-1
-47.5,-115,8.5,0.0,-27.5,55,30,1
-65.0,-170,-3.75,0.0,50.0,10,75,-1
90.0,-5,44.25,1.0,80.0,20,-5,-1
-12.0,14,11.75,0.0,13.0,14,19,1
-40.0,-30,-0.75,0.0,40.0,25,45,1
287.0,72,-15.75,0.0,107.0,42,82,1
-15.0,-47,2.5,0.0,5.0,3,47,1
13.0,30,37.95,0.0,17.0,17,38,1
35.0,67,13.25,0.0,-5.0,37,-27,-1
-15.0,-85,-7.5,0.0,-45.0,-45,5,1
14.0,40,-0.25,0.0,33.0,14,-48,-1
37.0,-3,49.0,0.0,68.0,83,50,1
112.0,38,23.050000000000004,0.0,-21.0,-37,-76,1
-19.0,5,-12.799999999999997,0.0,15.0,-55,-38,-1
8.0,53,65.0,0.0,41.0,56,-19,-1
-5.0,20,39.0,0.0,-5.0,35,35,1
-116.0,-54,-5.25,0.0,-34.0,-56,-115,-1
-8.0,-22,27.0,0.0,-30.5,15,35,1
3.0,-32,32.5,0.0,63.0,-47,31,1
-70.0,-18,3.450000000000003,0.0,-50.0,-30,47,-1
-35.0,-36,-23.0,0.0,-10.0,-26,0,-1
40.0,0,1.75,0.0,50.0,-65,50,1
-15.0,25,-24.5,0.0,45.0,-10,-25,-1
8.0,-7,5.5,0.0,10.0,10,59,1
20.0,15,11.0,0.0,45.0,25,25,1
10.0,-20,-23.0,0.0,-25.0,-65,-5,-1
-31.0,-46,-20.75,0.0,90.0,-50,-21,-1
-43.5,10,4.450000000000003,0.0,-71.0,10,0,-1
-40.0,20,13.800000000000004,0.0,5.0,20,57,1
-30.5,36,-13.75,0.0,-60.5,6,3,1
-55.0,-55,-1.75,0.0,-10.0,-20,-25,-1
-122.5,5,12.5,-1.0,-107.5,5,-120,-1
-17.5,28,24.1,0.0,-52.5,-33,8,1
-60.0,-50,10.75,0.0,20.0,20,5,1
-10.0,54,11.600000000000001,0.0,10.0,64,-5,-1
